,0
441,62.2596
442,498.144
443,498.144
444,192.3981
445,192.3981
446,102.8066
447,253.4295
448,253.4295
449,287.2743
450,287.2743
451,190.1658
452,472.996
453,472.996
454,472.996
455,186.6179
456,186.6179
457,217.3109
458,180.1001
459,180.1001
460,152.2001
461,152.2001
462,166.7734
463,117.0693
464,117.0693
465,197.3853
466,230.2143
467,304.9315
468,560.3361
469,94.8673
470,338.0129
471,338.0129
472,202.0099
473,202.0099
474,312.2951
475,116.4367
476,116.4367
477,597.2367
478,191.3495
479,191.3495
480,154.8541
481,588.8894
482,169.1178
483,291.8096
484,291.8096
485,93.8094
486,298.7295
487,165.4794
488,423.4889
489,423.4889
490,174.5213
491,447.9687
492,160.2039
493,160.2039
494,561.758
495,561.758
496,189.0281
497,189.0281
498,74.0981
499,102.957
500,464.7575
501,280.0385
502,280.0385
503,334.5749
504,191.3495
505,229.8403
506,229.8403
507,229.8403
508,125.4428
509,411.7277
510,658.8437
511,658.8437
512,119.849
513,119.849
514,64.0098
515,433.8539
516,433.8539
517,563.5822
518,614.0793
519,614.0793
520,64.364
521,151.0491
522,103.3003
523,103.3003
524,239.0509
525,239.0509
526,219.6134
527,182.0633
528,920.5773
529,94.6836
530,129.2793
531,129.2793
532,73.6225
533,130.8215
534,130.8215
535,110.2307
536,110.2307
537,266.9426
538,266.9426
539,262.5989
540,262.5989
541,154.8536
542,427.4716
543,427.4716
544,85.411
545,367.7513
546,367.7513
547,521.4847
548,521.4847
549,102.7654
550,359.1164
551,257.0948
552,94.7605
553,94.7605
554,133.678
555,475.0898
556,187.3179
557,179.0849
558,273.3222
559,273.3222
560,515.4594
561,66.9014
562,66.9014
563,548.1926
564,426.664
565,185.2766
566,103.0144
567,62.2596
568,913.5031
569,104.0119
570,146.7377
571,146.7377
572,112.1159
573,112.1159
574,634.7627
575,181.9194
576,69.3159
577,460.9246
578,662.6029
579,62.2596
580,82.615
581,302.7837
582,200.5979
583,200.5979
584,127.3676
585,354.7174
586,62.2596
587,213.2814
588,213.2814
589,133.9612
590,133.9612
591,115.5224
592,115.5224
593,219.5635
594,64.0098
595,255.5979
596,102.4676
597,102.4676
598,121.2678
599,121.2678
600,154.3312
601,242.5268
602,242.5268
603,238.2521
604,83.5278
605,83.5278
606,137.0796
607,106.5315
608,106.5315
609,163.9582
610,163.9582
611,186.4251
612,102.7654
613,130.986
614,601.4763
615,601.4763
616,601.4763
617,232.2096
618,232.2096
619,115.1545
620,371.8754
621,181.9194
622,195.627
623,615.7184
624,615.7184
625,517.3401
626,517.3401
627,479.2089
628,479.2089
629,191.1933
630,191.1933
631,662.6029
632,440.8535
633,440.8535
634,440.8535
635,102.7654
636,1024.2969
637,341.0653
638,341.0653
639,64.0639
640,161.3559
641,254.8472
642,226.8026
643,193.7097
644,193.7097
645,280.0385
646,280.0385
647,112.2047
648,149.7487
649,134.9356
650,540.7729
651,540.7729
652,180.5726
653,603.3021
654,62.6851
655,62.6851
656,206.3821
657,206.3821
658,206.3821
659,150.0932
660,206.6299
661,64.2891
662,227.8066
663,227.8066
664,1020.7136
665,62.9186
666,62.9186
667,292.8736
668,253.2874
669,73.8131
670,259.8304
671,259.8304
672,256.3808
673,256.3808
674,174.4503
675,174.4503
676,332.6073
677,332.6073
678,246.5646
679,319.8645
680,133.9612
681,133.9612
682,611.9814
683,93.8094
684,93.8094
685,93.8094
686,497.6323
687,69.4193
688,607.2209
689,97.8507
690,240.976
691,249.2624
692,103.0144
693,62.2596
694,104.3355
695,181.7757
696,69.7903
697,655.2931
698,655.2931
699,408.0239
700,105.1034
701,105.1034
702,181.7757
703,181.7757
704,60.7487
705,454.2091
706,64.7361
707,64.7361
708,64.7361
709,450.6714
710,525.2538
711,74.2355
712,364.0109
713,364.0109
714,141.2596
715,102.7879
716,182.8607
717,1635.9814
718,121.9446
719,181.7757
720,263.649
721,190.1443
722,177.837
723,114.0339
724,568.6917
725,568.6917
726,110.2307
727,136.0831
728,129.2793
729,73.9197
730,69.7903
731,173.2625
732,196.2268
733,235.2194
734,190.4477
735,232.7258
736,61.0245
737,61.0245
738,168.6551
739,844.285
740,844.285
741,844.285
742,69.6949
743,241.3735
744,241.3735
745,69.0463
746,214.2599
747,214.2599
748,61.0419
749,61.0419
750,255.5979
751,69.7609
752,73.8448
753,73.8448
754,560.3361
755,91.9746
756,612.4447
757,110.2752
758,225.0043
759,328.2455
760,328.2455
761,124.2764
762,124.2764
763,365.3574
764,264.8638
765,62.2596
766,344.9826
767,609.1424
768,110.6308
769,69.0259
770,69.1691
771,228.4045
772,164.9761
773,219.6134
774,73.9306
775,219.0324
776,609.7901
777,255.555
778,255.555
779,132.7825
780,181.4803
781,584.0976
782,584.0976
783,584.0976
784,69.6683
785,102.7654
786,157.5047
787,192.0731
788,192.0731
789,333.1921
790,615.7184
791,69.0701
792,188.2743
793,188.2743
794,171.0826
795,171.0826
796,73.9008
797,73.9008
798,540.4961
799,512.4343
800,198.61
801,94.6836
802,337.0358
803,337.0358
804,181.7757
805,177.1386
806,69.865
807,275.9934
808,136.7415
809,136.7415
810,394.3246
811,166.6327
812,112.2047
813,252.3631
814,252.3631
815,252.3631
816,559.5187
817,191.9844
818,1635.9814
819,494.494
820,494.494
821,210.8316
822,210.8316
823,62.2596
824,62.2596
825,62.2596
826,271.55
827,113.0861
828,613.1892
829,473.0578
830,473.0578
831,188.4807
832,188.4807
833,225.6059
834,116.8593
835,255.5979
836,560.3361
837,66.9014
838,223.0693
839,223.0693
840,74.4923
841,615.7184
842,615.7184
843,63.0013
844,126.9394
845,1521.8347
846,615.7184
847,138.1647
848,138.1647
849,138.1647
850,615.7184
851,219.5635
852,219.5635
853,657.4669
854,907.8025
855,418.461
856,195.3392
857,247.1532
858,247.1532
859,481.7269
860,73.8203
861,196.3341
862,219.5635
863,219.5635
864,191.3495
865,191.3495
866,96.2204
867,204.7582
868,298.9378
869,319.8645
870,82.3832
871,615.7184
872,249.8668
873,249.8668
874,62.9186
875,364.0109
876,364.0109
877,152.6613
878,152.6613
879,172.5657
880,172.5657
881,104.6154
882,393.8429
883,94.8673
884,94.8673
885,181.7757
886,211.4036
887,176.5004
888,418.6819
889,418.6819
890,182.8607
891,426.193
892,62.2328
893,73.6225
894,73.6225
895,104.5879
896,181.5173
897,810.2579
898,810.2579
899,581.3128
900,209.6205
901,209.6205
902,94.5861
903,117.365
904,181.7757
905,231.2932
906,128.3836
907,185.3964
908,468.5608
909,468.5608
910,219.1578
911,68.2336
912,68.2336
913,76.6045
914,76.6045
915,62.9186
916,73.8442
917,615.7184
918,280.1532
919,280.1532
920,61.2087
921,292.8736
922,443.5506
923,256.6457
924,153.462
925,225.6059
926,161.5366
927,740.8265
928,740.8265
929,190.9352
930,190.9352
931,340.1777
932,340.1777
933,340.1777
934,157.5047
935,195.707
936,257.4686
937,257.4686
938,289.0395
939,289.0395
940,289.0395
941,289.0395
942,165.0417
943,111.4338
944,111.4338
945,238.7872
946,828.7447
947,828.7447
948,191.459
949,191.459
950,219.5635
951,219.5635
952,103.2507
953,93.8094
954,62.2596
955,555.2682
956,216.6394
957,216.6394
958,216.6394
959,1612.4997
960,1612.4997
961,1612.4997
962,71.5185
963,71.5185
964,256.4138
965,376.5857
966,206.8013
967,73.8131
968,60.4917
969,69.7408
970,193.7569
971,471.9608
972,335.7182
973,335.7182
974,181.9194
975,181.9194
976,144.5094
977,133.514
978,1120.1241
979,73.6225
980,110.2307
981,570.4815
982,570.4815
983,161.5262
984,161.5262
985,818.7705
986,818.7705
987,114.5749
988,924.8883
989,924.8883
990,114.9466
991,226.0436
992,521.4847
993,59.7868
994,1635.9814
995,1635.9814
996,62.2596
997,62.2596
998,62.2596
999,125.2456
1000,69.4111
1001,69.8625
1002,73.8311
1003,73.6225
1004,273.7677
1005,102.7654
1006,71.5013
1007,393.8429
1008,393.8429
1009,69.1637
1010,111.4813
1011,1062.7606
1012,94.5688
1013,94.5688
1014,186.4251
1015,274.0203
1016,274.0203
1017,640.894
1018,512.4343
1019,858.5323
1020,858.5323
1021,111.891
1022,111.891
1023,114.9466
1024,191.1933
1025,191.1933
1026,234.6401
1027,200.5979
1028,103.7505
1029,103.7505
1030,62.2596
1031,155.2009
1032,155.2009
1033,318.8493
1034,318.8493
1035,73.6542
1036,103.8
1037,178.1508
1038,638.0066
1039,638.0066
1040,1635.9814
1041,102.7654
1042,246.1768
1043,63.0013
1044,114.9466
1045,246.4452
1046,537.8631
1047,537.8631
1048,173.88
1049,179.5154
1050,219.6134
1051,821.4623
1052,216.2719
1053,162.0232
1054,342.5585
1055,342.5585
1056,646.1121
1057,347.642
1058,347.642
1059,393.8429
1060,159.4178
1061,160.0091
1062,160.0091
1063,312.9294
1064,832.9482
1065,114.0339
1066,62.2596
1067,111.4613
1068,111.4613
1069,396.7708
1070,68.8324
1071,265.5495
1072,253.4295
1073,286.2253
1074,68.8614
1075,253.4295
1076,446.9135
1077,260.8775
1078,260.8775
1079,637.694
1080,637.694
1081,1424.8314
1082,191.4211
1083,395.8962
1084,307.628
1085,307.628
1086,116.6695
1087,116.6695
1088,73.6225
1089,73.8203
1090,149.6393
1091,63.0132
1092,151.7897
1093,1015.03
1094,77.6793
1095,77.6793
1096,77.6793
1097,73.9522
1098,66.6497
1099,66.6497
1100,560.3361
1101,560.3361
1102,560.3361
1103,75.2649
1104,111.6407
1105,397.684
1106,397.684
1107,365.0046
1108,63.0132
1109,98.8356
1110,98.8356
1111,142.4791
1112,311.8005
1113,311.8005
1114,158.9567
1115,563.5822
1116,563.5822
1117,62.2596
1118,194.5127
1119,432.7325
1120,432.7325
1121,272.7198
1122,272.7198
1123,272.7198
1124,196.837
1125,1635.9814
1126,1635.9814
1127,906.8009
1128,165.2037
1129,165.2037
1130,201.8084
1131,201.8084
1132,65.323
1133,62.2596
1134,75.8979
1135,304.8226
1136,201.2428
1137,123.3444
1138,94.8673
1139,111.6054
1140,197.0354
1141,197.0354
1142,197.0354
1143,63.1398
1144,228.697
1145,90.2889
1146,169.9772
1147,68.9037
1148,423.6875
1149,168.6292
1150,168.6292
1151,251.8654
1152,139.9782
1153,374.821
1154,169.8878
1155,169.8878
1156,102.7654
1157,137.6219
1158,328.1184
1159,328.1184
1160,139.2825
1161,64.3858
1162,64.3858
1163,64.3858
1164,94.7605
1165,175.8408
1166,333.1921
1167,333.1921
1168,221.7317
1169,163.9582
1170,101.7384
1171,246.0415
1172,73.6225
1173,153.8296
1174,95.7749
1175,108.1124
1176,343.4017
1177,343.4017
1178,343.4017
1179,343.4017
1180,1559.906
1181,211.0092
1182,607.0095
1183,69.6627
1184,189.6132
1185,196.3288
1186,196.3288
1187,74.91
1188,260.0352
1189,188.9661
1190,188.9661
1191,142.1018
1192,142.1018
1193,610.2826
1194,610.2826
1195,81.1356
1196,81.1356
1197,74.0757
1198,1635.9814
1199,62.2596
1200,115.4768
1201,739.4786
1202,739.4786
1203,739.4786
1204,303.3844
1205,303.3844
1206,615.7184
1207,472.9522
1208,472.9522
1209,307.5096
1210,307.5096
1211,138.7417
1212,806.6194
1213,806.6194
1214,231.2932
1215,231.2932
1216,155.2017
1217,354.6158
1218,354.6158
1219,73.6225
1220,63.7436
1221,380.3022
1222,86.3494
1223,74.2985
1224,518.5024
1225,518.5024
1226,94.7157
1227,268.2565
1228,197.0343
1229,110.7551
1230,110.7551
1231,171.1282
1232,158.337
1233,158.337
1234,104.8798
1235,104.8798
1236,444.7094
1237,444.7094
1238,248.5824
1239,73.6322
1240,88.6732
1241,127.439
1242,186.4251
1243,105.0161
1244,222.8392
1245,133.6338
1246,133.514
1247,1450.1812
1248,73.24
1249,97.7263
1250,615.7184
1251,63.9978
1252,73.6225
1253,213.9941
1254,213.9941
1255,1635.9814
1256,1635.9814
1257,615.7184
1258,181.7757
1259,609.7901
1260,609.7901
1261,202.0099
1262,202.0099
1263,185.2766
1264,610.2826
1265,610.2826
1266,234.6726
1267,271.0796
1268,179.2344
1269,179.2344
1270,191.4926
1271,73.6858
1272,73.6858
1273,114.0339
1274,102.7654
1275,163.9582
1276,69.5385
1277,118.4148
1278,118.4148
1279,292.8736
1280,83.3959
1281,211.5905
1282,242.4751
1283,242.4751
1284,69.3159
1285,69.4871
1286,114.0339
1287,73.5411
1288,297.9603
1289,1015.7746
1290,655.8791
1291,191.4211
1292,133.0165
1293,122.5718
1294,122.5718
1295,122.5718
1296,102.7654
1297,69.6928
1298,103.8
1299,191.3495
1300,62.6982
1301,62.6982
1302,1280.7658
1303,69.6782
1304,69.6782
1305,349.9903
1306,69.3159
1307,399.1981
1308,399.1981
1309,560.3361
1310,149.5675
1311,149.5675
1312,149.5675
1313,63.0132
1314,63.0132
1315,73.8311
1316,69.4966
1317,248.5582
1318,248.5582
1319,343.4814
1320,494.3905
1321,494.3905
1322,691.911
1323,691.911
1324,352.3974
1325,245.4169
1326,145.0367
1327,146.6119
1328,992.0762
1329,992.0762
1330,69.4871
1331,188.1202
1332,362.9652
1333,362.9652
1334,181.7757
1335,181.7757
1336,191.9859
1337,191.9859
1338,141.2904
1339,141.2904
1340,393.8429
1341,393.8429
1342,107.0167
1343,107.0167
1344,610.7076
1345,293.4716
1346,293.4716
1347,73.6858
1348,906.7156
1349,185.0455
1350,279.5324
1351,279.5324
1352,64.2349
1353,305.5321
1354,69.5971
1355,72.2919
1356,94.8673
1357,181.7757
1358,326.5328
1359,326.5328
1360,63.6898
1361,74.2355
1362,76.0054
1363,76.0054
1364,215.2841
1365,215.2841
1366,246.0415
1367,246.0415
1368,119.6127
1369,73.6225
1370,74.6622
1371,102.7654
1372,213.2814
1373,213.2814
1374,244.0641
1375,244.0641
1376,473.2764
1377,473.2764
1378,104.0135
1379,104.0135
1380,219.5635
1381,219.5635
1382,202.7768
1383,112.0973
1384,141.4436
1385,141.4436
1386,186.4251
1387,155.2009
1388,924.8883
1389,924.8883
1390,924.8883
1391,521.4647
1392,253.5471
1393,73.6225
1394,125.0303
1395,127.8281
1396,127.8281
1397,73.6858
1398,267.1782
1399,267.1782
1400,924.8883
1401,114.0339
1402,253.5365
1403,253.5365
1404,196.2268
1405,250.4088
1406,187.8164
1407,187.8164
1408,289.7582
1409,662.6029
1410,662.6029
1411,495.2322
1412,495.2322
1413,242.6318
1414,60.8685
1415,60.8685
1416,69.7078
1417,69.2631
1418,662.6029
1419,243.6948
1420,69.0839
1421,101.5879
1422,101.5879
1423,102.7654
1424,292.9249
1425,69.6205
1426,102.9971
1427,832.7355
1428,832.7355
1429,615.7184
1430,615.7184
1431,312.2951
1432,568.6917
1433,568.6917
1434,231.2257
1435,231.2257
1436,156.669
1437,71.6386
1438,206.3735
1439,206.3735
1440,116.046
1441,116.046
1442,106.5511
1443,104.7274
1444,877.4794
1445,66.9014
1446,74.6076
1447,69.3159
1448,196.179
1449,142.9506
1450,142.9506
1451,91.898
1452,91.898
1453,166.1214
1454,166.1214
1455,294.6519
1456,73.6225
1457,118.39
1458,205.8168
1459,115.5224
1460,115.5224
1461,73.6225
1462,181.7757
1463,181.7757
1464,88.2139
1465,88.2139
1466,88.2139
1467,88.2139
1468,202.5508
1469,141.0021
1470,135.0246
1471,262.5003
1472,659.7074
1473,386.6051
1474,352.5581
1475,195.9769
1476,144.4457
1477,144.4457
1478,133.9612
1479,269.4457
1480,110.2307
1481,374.2682
1482,1022.2925
1483,1022.2925
1484,163.9582
1485,69.3495
1486,69.3495
1487,76.5886
1488,66.9014
1489,66.9014
1490,66.9014
1491,105.8202
1492,105.8202
1493,421.2794
1494,421.2794
1495,107.1932
1496,133.9612
1497,133.9612
1498,293.3904
1499,213.0946
1500,103.9893
1501,114.5492
1502,68.6114
1503,172.1692
1504,662.6029
1505,662.6029
1506,237.9122
1507,88.0073
1508,88.0073
1509,74.0981
1510,293.9742
1511,73.9734
1512,320.0574
1513,73.6225
1514,521.4647
1515,521.4647
1516,114.1551
1517,114.1551
1518,191.6903
1519,468.597
1520,74.8892
1521,299.6016
1522,653.09
1523,341.0653
1524,341.0653
1525,199.9574
1526,73.8311
1527,73.6225
1528,75.1137
1529,62.7924
1530,249.8668
1531,249.8668
1532,206.4936
1533,206.4936
1534,503.7229
1535,503.7229
1536,154.1321
1537,203.6085
1538,203.6085
1539,62.9186
1540,62.9186
1541,205.6299
1542,196.179
1543,62.2596
1544,112.4959
1545,198.9814
1546,124.2764
1547,223.1873
1548,223.1873
1549,438.0169
1550,552.3236
1551,552.3236
1552,660.4785
1553,660.4785
1554,575.9443
1555,575.9443
1556,575.9443
1557,114.6652
1558,368.7359
1559,473.1275
1560,74.5435
1561,74.5435
1562,333.1921
1563,333.1921
1564,73.6225
1565,259.8304
1566,259.8304
1567,79.3138
1568,234.9327
1569,234.9327
1570,234.9327
1571,358.1137
1572,155.6181
1573,69.7206
1574,484.9565
1575,484.9565
1576,82.7916
1577,82.7916
1578,82.7916
1579,82.7916
1580,133.0165
1581,293.5927
1582,609.2026
1583,290.2311
1584,290.2311
1585,59.7868
1586,399.0151
1587,114.5492
1588,245.1948
1589,320.4669
1590,61.2755
1591,1635.9814
1592,500.4292
1593,176.8284
1594,254.6625
1595,714.791
1596,102.2842
1597,102.2842
1598,656.1246
1599,656.1246
1600,137.0433
1601,308.5837
1602,308.5837
1603,105.0161
1604,1022.2925
1605,149.6393
1606,149.6393
1607,104.3085
1608,104.3085
1609,186.5724
1610,186.5724
1611,1590.6987
1612,1590.6987
1613,129.5789
1614,226.1553
1615,234.9108
1616,234.9108
1617,428.0223
1618,644.8737
1619,644.8737
1620,233.3173
1621,354.3762
1622,354.3762
1623,354.3762
1624,354.3762
1625,111.5906
1626,181.7757
1627,140.9017
1628,62.9186
1629,62.9186
1630,228.93
1631,94.59
1632,181.7757
1633,253.9561
1634,181.8767
1635,444.13
1636,141.4436
1637,141.4436
1638,73.6225
1639,629.9707
1640,629.9707
1641,629.9707
1642,497.6323
1643,341.0193
1644,341.0193
1645,73.8448
1646,246.1768
1647,74.9644
1648,447.6769
1649,364.0109
1650,364.0109
1651,350.259
1652,74.0981
1653,605.7373
1654,365.7187
1655,365.7187
1656,77.0988
1657,77.1826
1658,73.9412
1659,454.7078
1660,267.1782
1661,267.1782
1662,129.2793
1663,342.0415
1664,342.0415
1665,147.2281
1666,184.0716
1667,924.8883
1668,924.8883
1669,189.1162
1670,189.1162
1671,144.5094
1672,144.5094
1673,113.9735
1674,225.6059
1675,206.4434
1676,182.0389
1677,227.2126
1678,227.2126
1679,615.7184
1680,73.6542
1681,74.8673
1682,474.9024
1683,257.3977
1684,257.3977
1685,241.3735
1686,130.5008
1687,130.5008
1688,193.7097
1689,91.7301
1690,62.6982
1691,62.6982
1692,191.4377
1693,191.4377
1694,384.3934
1695,272.8799
1696,272.8799
1697,138.8853
1698,138.8853
1699,157.5772
1700,244.7238
1701,244.7238
1702,206.8255
1703,75.4071
1704,263.472
1705,263.472
1706,883.8879
1707,883.8879
1708,181.7757
1709,181.9194
1710,181.9194
1711,306.9891
1712,306.9891
1713,534.6532
1714,534.6532
1715,534.6532
1716,155.6157
1717,193.3559
1718,520.731
1719,456.6621
1720,67.145
1721,67.145
1722,615.7184
1723,71.7176
1724,75.0696
1725,133.7214
1726,74.7364
1727,206.5707
1728,181.7757
1729,70.8254
1730,68.8721
1731,73.6225
1732,154.3555
1733,186.5724
1734,186.5724
1735,637.0522
1736,637.0522
1737,73.6225
1738,257.1135
1739,257.1135
1740,257.1135
1741,102.101
1742,102.101
1743,149.9118
1744,231.2932
1745,231.2932
1746,798.6177
1747,196.8413
1748,190.9329
1749,106.8829
1750,106.8829
1751,115.7453
1752,115.7453
1753,333.1921
1754,535.5565
1755,118.5843
1756,158.1738
1757,219.6134
1758,219.6134
1759,75.3797
1760,1073.1344
1761,158.9058
1762,158.9058
1763,184.4479
1764,223.4425
1765,257.6782
1766,72.499
1767,342.8749
1768,342.8749
1769,615.7184
1770,371.393
1771,371.393
1772,206.0024
1773,73.6225
1774,153.8378
1775,153.8378
1776,168.5753
1777,272.1916
1778,240.7003
1779,240.7003
1780,111.6451
1781,138.6297
1782,125.1777
1783,125.1777
1784,103.4136
1785,981.0639
1786,662.6029
1787,144.4457
1788,144.4457
1789,114.4737
1790,68.9051
1791,307.2687
1792,307.2687
1793,659.7074
1794,613.8758
1795,1521.8347
1796,149.6393
1797,149.6393
1798,219.5635
1799,1635.9814
1800,1635.9814
1801,1590.2547
1802,1590.2547
1803,66.9014
1804,193.0871
1805,193.0871
1806,119.2608
1807,104.0135
1808,239.0509
1809,278.9884
1810,650.9838
1811,650.9838
1812,96.3661
1813,96.3661
1814,186.5724
1815,186.5724
1816,159.5767
1817,611.3482
1818,329.3723
1819,378.842
1820,277.4231
1821,277.4231
1822,69.9349
1823,133.3128
1824,133.3128
1825,166.8467
1826,166.8467
1827,920.0356
1828,1635.9814
1829,1635.9814
1830,73.6858
1831,73.6858
1832,322.9958
1833,322.9958
1834,198.9005
1835,191.589
1836,158.9289
1837,479.2089
1838,479.2089
1839,64.8403
1840,579.9407
1841,579.9407
1842,93.8094
1843,181.9194
1844,75.0863
1845,75.0863
1846,102.7654
1847,102.7654
1848,265.9428
1849,73.6225
1850,329.9134
1851,329.9134
1852,329.9134
1853,329.9134
1854,601.9231
1855,535.5643
1856,535.5643
1857,132.6059
1858,132.6059
1859,69.3622
1860,202.5838
1861,104.6253
1862,73.6225
1863,242.3119
1864,242.3119
1865,142.1018
1866,238.1375
1867,238.1375
1868,149.7487
1869,302.6325
1870,1455.2924
1871,114.9581
1872,243.8859
1873,413.0837
1874,634.7627
1875,74.783
1876,919.1781
1877,919.1781
1878,212.1919
1879,212.1919
1880,334.5749
1881,334.5749
1882,69.5486
