,VMT,freq
0,45.68999999999994,155.2391
1,10.72599999999998,319.6422
2,41.37699999999992,1017.6162
3,6.7709999999999795,239.0509
4,10.18299999999998,239.0509
5,7.24699999999998,69.2482
6,33.15499999999996,181.6271
7,44.87599999999996,111.085
8,36.286999999999985,111.085
9,4.214999999999958,655.0468
10,13.98199999999998,864.4341
11,13.958999999999937,86.8728
12,12.254999999999917,102.7654
13,39.80099999999996,102.7654
14,56.68899999999998,69.9349
15,45.249999999999964,662.6029
16,59.62099999999996,784.7039
17,29.051,784.7039
18,51.55699999999996,987.652
19,44.8179999999999,134.9894
20,15.07599999999996,134.9894
21,55.152999999999956,337.8177
22,5.10499999999998,302.6325
23,5.220999999999958,560.3361
24,9.093999999999959,104.3473
25,71.59299999999996,104.3473
26,6.945,104.3473
27,13.263999999999958,145.1455
28,46.487999999999914,169.317
29,35.83799999999992,61.03
30,54.243999999999986,100.9701
31,20.81999999999992,100.9701
32,19.65699999999994,302.6325
33,46.396999999999984,60.7636
34,13.10999999999998,60.7636
35,13.959999999999937,1484.688
36,53.295999999999935,249.8668
37,10.382999999999958,227.8066
38,7.650999999999917,143.3386
39,27.5349999999999,76.1058
40,17.676999999999982,76.1058
41,25.63199999999994,348.7565
42,37.73699999999991,835.263
43,11.457999999999938,194.2205
44,16.379,73.6225
45,40.79399999999998,163.9582
46,41.20399999999992,256.6875
47,6.03099999999996,291.1784
48,5.1469999999999585,77.211
49,22.864,182.0148
50,17.726999999999983,182.0148
51,62.008999999999936,114.9466
52,7.631999999999979,68.7339
53,10.906999999999979,1635.9814
54,28.163999999999962,398.233
55,44.64599999999999,193.4175
56,6.12399999999996,103.397
57,17.22899999999994,103.397
58,16.43499999999996,74.5874
59,18.049999999999983,282.4854
60,49.386999999999965,328.6671
61,7.298999999999979,286.9586
62,37.474999999999945,1635.9814
63,72.25499999999997,1024.2969
64,3.7279999999999798,1024.2969
65,7.66999999999998,1635.9814
66,17.323,539.1837
67,9.50299999999998,539.1837
68,21.291999999999916,73.9412
69,29.91999999999977,639.5554
70,75.944,639.5554
71,48.18699999999996,198.5557
72,17.761,207.9299
73,10.27199999999996,207.9299
74,67.32799999999997,376.5857
75,73.098,788.7612
76,67.7089999999999,1017.6162
77,62.987999999999985,615.7184
78,2.4829999999999792,615.7184
79,10.46099999999998,1721.0996
80,4.671999999999959,273.5949
81,31.927999999999983,273.5949
82,20.701000000000004,181.7757
83,4.006,610.0758
84,3.8220000000000005,114.9812
85,23.78999999999998,1635.9814
86,3.5759999999999796,1017.9826
87,49.258999999999936,615.1949
88,1.9939999999999793,231.5942
89,5.376999999999938,74.8233
90,6.894999999999938,1635.9814
91,24.12799999999994,1720.2051
92,7.501999999999917,981.0639
93,34.015999999999956,265.8625
94,19.295999999999978,265.8625
95,50.65199999999996,393.8429
96,14.48699999999996,191.4377
97,3.8639999999999586,191.4377
98,14.365999999999957,714.5305
99,39.44199999999983,662.6029
100,18.091999999999917,817.0217
101,22.555999999999937,1121.6946
102,2.0919999999999797,1635.9814
103,25.194999999999958,452.1969
104,16.55799999999996,1635.9814
105,1.2609999999999792,662.6029
106,3.6980000000000004,981.0639
107,5.71999999999998,127.7079
108,37.09499999999998,609.815
109,12.919999999999957,82.9845
110,14.708999999999978,103.8
111,31.337999999999983,74.5743
112,24.00499999999996,393.8429
113,18.521999999999977,393.8429
114,36.73099999999998,102.7654
115,20.400999999999897,114.5492
116,20.052999999999958,185.2315
117,6.0959999999999175,615.7184
118,49.49199999999994,386.618
119,38.419000000000004,615.7184
120,6.67399999999996,610.9921
121,33.07499999999994,107.2947
122,1.8409999999999584,181.9194
123,25.386999999999983,182.0148
124,19.73399999999996,182.0148
125,22.56299999999998,262.4285
126,56.192999999999955,605.9745
127,31.83399999999998,247.6474
128,59.39599999999993,247.6474
129,26.20699999999998,163.1936
130,19.868999999999875,342.5585
131,66.52599999999993,111.8563
132,33.626999999999896,243.033
133,1.369,835.263
134,8.16,283.7098
135,5.27899999999998,283.7098
136,9.387999999999959,158.1843
137,14.002999999999936,222.2932
138,62.77499999999996,173.2625
139,21.26899999999998,173.2625
140,40.28299999999996,222.2038
141,16.46399999999998,222.2038
142,10.363999999999958,776.386
143,27.135999999999978,990.0274
144,19.214999999999957,990.0274
145,25.22799999999996,213.7302
146,19.78499999999992,64.364
147,95.58999999999986,621.8414
148,6.321000000000001,155.2391
149,14.49899999999996,662.6029
150,37.32499999999996,924.8883
151,27.974,924.8883
152,11.619999999999958,529.6544
153,3.5919999999999375,321.9677
154,5.59899999999998,534.4903
155,16.26599999999998,563.5822
156,49.49499999999998,563.5822
157,1.6720000000000004,810.522
158,13.69999999999994,139.2825
159,36.80699999999997,90.375
160,16.66799999999994,90.375
161,7.95099999999996,168.9807
162,22.00199999999996,615.7184
163,45.37299999999998,270.7237
164,26.129000000000005,146.4901
165,33.753999999999984,146.4901
166,11.17599999999996,184.4816
167,19.16799999999988,184.4816
168,38.32799999999997,655.7288
169,24.006,655.7288
170,22.243000000000002,151.7075
171,3.240999999999959,151.7075
172,32.47099999999996,798.6177
173,6.7559999999999585,473.3558
174,6.456999999999938,420.4172
175,22.71899999999996,420.4172
176,9.282,136.7415
177,7.0089999999999595,219.6134
178,36.82899999999994,318.42
179,17.323999999999938,906.8009
180,20.15099999999998,906.8009
181,6.591999999999959,62.2596
182,39.46599999999988,835.263
183,17.556999999999938,455.5675
184,26.1029999999999,411.7277
185,81.04899999999995,168.3953
186,32.92099999999998,168.3953
187,22.361999999999984,816.4814
188,10.661999999999939,541.9708
189,22.229999999999915,541.9708
190,18.30199999999996,907.8592
191,42.84299999999998,438.0169
192,20.163,438.0169
193,30.102999999999962,906.8009
194,38.180999999999926,158.9289
195,57.263999999999946,104.2985
196,21.34799999999998,164.8766
197,38.825999999999965,320.8907
198,52.362999999999964,352.345
199,23.09099999999996,327.4658
200,39.005999999999936,327.4658
201,20.60299999999996,304.5581
202,1.5559999999999585,304.5581
203,10.31399999999998,525.2788
204,28.00099999999996,213.4421
205,27.476999999999936,406.4507
206,36.73299999999986,420.4172
207,40.73799999999998,364.3872
208,49.57899999999992,364.3872
209,2.8309999999999795,378.5617
210,4.490999999999979,378.5617
211,26.212999999999916,905.2411
212,42.993999999999986,223.5565
213,9.730999999999918,227.8066
214,8.187000000000001,227.8066
215,8.384999999999978,275.1032
216,82.17499999999994,111.4451
217,44.19799999999996,111.4451
218,36.656999999999854,206.3646
219,38.27699999999992,127.3676
220,57.39499999999994,816.5546
221,4.676999999999979,503.9859
222,6.550999999999939,657.4669
223,80.77899999999993,129.2793
224,24.57999999999996,776.7641
225,2.8939999999999793,74.0981
226,70.27599999999995,353.6394
227,6.319999999999938,189.6022
228,57.90899999999998,73.8448
229,27.36299999999998,73.8448
230,22.711999999999936,253.3118
231,77.63799999999998,191.2399
232,28.27399999999998,393.8429
233,4.333999999999959,393.8429
234,17.694999999999958,603.5402
235,43.33199999999994,138.3811
236,19.098999999999936,74.0722
237,15.874999999999938,74.0722
238,21.61399999999998,662.6029
239,29.346999999999923,198.8434
240,12.310999999999959,198.8434
241,75.95399999999997,73.8131
242,45.0009999999999,158.9289
243,55.90399999999993,222.4277
244,22.954999999999853,222.4277
245,54.28799999999989,93.8094
246,22.35099999999996,93.8094
247,9.88299999999998,103.8
248,30.633999999999943,69.3159
249,17.277999999999896,308.7941
250,40.764999999999986,195.3392
251,21.36099999999996,275.6881
252,49.20399999999998,275.6881
253,22.17699999999996,114.5328
254,45.816,140.8933
255,6.74699999999998,193.7097
256,56.10899999999995,185.7748
257,10.50399999999996,103.1858
258,17.269000000000002,154.3978
259,3.1119999999999375,192.1131
260,14.581999999999981,136.0831
261,3.712,71.4786
262,93.54199999999987,349.9903
263,3.8299999999999796,110.8956
264,73.48900000000002,160.1388
265,65.69000000000001,160.1388
266,6.505,469.7756
267,71.11799999999997,344.1389
268,10.26099999999996,337.2913
269,58.5679999999999,337.2913
270,5.935999999999938,192.2945
271,8.64499999999996,181.7757
272,8.185999999999957,190.1745
273,24.34799999999998,191.2864
274,58.46499999999997,62.5606
275,13.198999999999938,160.5183
276,9.04199999999996,73.6225
277,2.4449999999999794,191.4377
278,9.69899999999996,186.6179
279,20.815999999999917,186.6179
280,80.5059999999999,122.8773
281,6.142999999999917,191.4377
282,16.50699999999996,103.6885
283,6.323999999999875,74.2787
284,92.92999999999999,69.1947
285,13.550999999999938,157.5772
286,36.25499999999996,157.5772
287,8.737999999999875,196.3819
288,31.430999999999983,443.2283
289,59.60199999999993,443.2283
290,25.843999999999898,662.6029
291,32.51799999999998,662.6029
292,11.211999999999938,145.4076
293,18.757999999999978,191.4377
294,0.62,191.4377
295,22.868999999999982,196.2268
296,3.6220000000000003,196.2268
297,20.476999999999897,201.4049
298,2.1269999999999794,1635.9814
299,9.057999999999916,345.771
300,26.474000000000004,345.771
301,9.352999999999959,201.2458
302,2.851999999999958,503.3842
303,32.998999999999945,201.2428
304,57.06699999999998,516.8259
305,41.917999999999914,516.8259
306,57.800999999999966,516.8259
307,2.8739999999999166,516.8259
308,52.28599999999996,215.187
309,83.00299999999997,165.4532
310,66.83399999999999,662.6029
311,12.26499999999996,662.6029
312,10.864,386.824
313,42.95199999999995,386.824
314,65.29699999999994,144.5094
315,65.89200000000001,144.5094
316,59.88799999999989,255.0825
317,22.964999999999876,255.0825
318,8.87899999999998,255.0825
319,12.123999999999958,205.3492
320,8.788999999999959,608.5125
321,23.708999999999964,608.5125
322,32.66499999999994,220.208
323,20.224999999999937,550.8386
324,1.4599999999999793,102.8478
325,34.19899999999994,195.5049
326,18.303,195.5049
327,1.6269999999999791,181.0941
328,24.16799999999994,218.2555
329,0.6069999999999792,218.2555
330,29.874999999999986,69.8582
331,0.7669999999999793,74.0447
332,16.352999999999984,74.7144
333,21.779999999999813,75.1874
334,1.0049999999999584,75.1874
335,5.394999999999979,78.4731
336,25.24699999999996,221.7435
337,24.47399999999998,103.8612
338,38.880999999999936,229.3073
339,21.87099999999996,494.7967
340,19.448999999999916,494.7967
341,3.319999999999979,494.7967
342,2.991,147.2281
343,2.5579999999999794,73.6225
344,27.465000000000003,107.1785
345,14.757999999999956,102.873
346,7.322,722.7333
347,20.884999999999962,214.1693
348,15.467999999999918,214.1693
