,VMT,freq
0,10.252941,17.647568
1,22.106154999999998,147.613695
2,64.938508,148.411785
3,38.50641399999999,199.380241
4,6.984322,168.639995
5,8.552049,307.431745
6,24.892175,23.539283
7,32.08891499999999,467.32046
8,23.315586,467.32046
9,42.081605,381.994306
10,79.39956000000001,177.666394
11,11.326687999999999,191.742685
12,15.665118999999999,484.190697
13,5.827661,172.34583
14,17.358221999999998,111.001425
15,7.613098,272.361394
16,7.0516879999999995,272.361394
17,26.987415,184.288935
18,38.544796,380.951551
19,12.175764999999998,330.116665
20,5.505529999999999,344.535244
21,3.1210319999999996,198.023961
22,15.779572000000002,190.22847
23,36.628945,18.942673
24,27.799498999999997,12.164633
25,59.13731,146.499201
26,18.029421000000003,130.238017
27,49.946569,231.169053
28,50.559525,134.594219
29,22.772098,134.594219
30,3.499572,276.821351
31,25.244345000000003,276.821351
32,37.236882,105.666788
33,6.935312,266.830914
34,36.125364,6.698687
35,5.0716,16.655524
36,54.87341200000001,137.770668
37,4.872919,303.569407
38,2.2410259999999997,310.262997
39,85.148803,373.091062
40,14.206541000000001,288.543547
41,15.797818000000001,8.602296
42,138.669026,8.602296
43,17.499025000000003,265.535152
44,2.9284429999999997,179.34928
45,3.2868839999999997,1176.017959
46,6.437289999999999,31.507026
47,3.0854889999999995,320.556578
48,4.411266,215.456989
49,15.636742,180.966312
50,22.248689,180.966312
51,18.276981,273.612148
52,3.7379989999999994,396.897841
53,7.192659000000001,992.176837
54,7.130040999999999,211.183274
55,40.297326999999996,433.315784
56,6.995612,350.056522
57,53.796661,247.103831
58,20.785002,273.612148
59,191.88449699999998,549.181202
60,2.064295,549.181202
61,45.153453,164.607109
62,81.38624200000001,104.76598
63,10.659588000000001,202.390314
64,7.511939999999999,200.817082
65,11.992112,200.817082
66,32.334985,214.56269
67,13.888186000000001,213.408871
68,66.428323,146.578737
69,5.545856000000001,118.924603
70,28.870738,118.924603
71,21.570209,323.398331
72,3.912214,265.869989
73,8.738282,451.297112
74,14.271709,1331.94689
75,11.718907999999999,251.727532
76,19.301392999999997,330.116665
77,23.411679999999997,319.865445
78,43.469617,103.056582
79,9.580262999999999,241.083528
80,12.578222999999998,244.649637
81,4.397983999999999,187.848751
82,117.805282,229.701296
83,18.373084,392.513171
84,26.397681,27.957444
85,2.795792,60.128494
86,4.707416,60.128494
87,62.272000999999996,149.574466
88,14.679424000000001,137.984785
89,68.930046,137.984785
90,77.713918,348.440668
91,74.036548,346.566915
92,5.867525,424.401882
93,46.26276400000001,143.607694
94,0.9924259999999999,277.042113
95,3.0744070000000003,138.425091
96,13.319354999999998,245.55173
97,11.334838,429.882129
98,3.690002,319.423015
99,6.803572999999999,169.015879
100,8.733492,169.015879
101,88.02408399999999,371.742668
102,20.124675000000003,207.34046
103,30.546157999999995,206.225479
104,1.588129,511.355406
105,35.83508200000001,489.952725
106,16.441855,183.644668
107,36.458501,104.022705
108,58.464515999999996,331.498557
109,7.148561999999999,217.37589
110,4.199104,408.989644
111,14.536872999999998,269.933791
112,16.464775,396.943829
113,44.624041000000005,376.017753
114,35.782702,376.017753
115,5.0733500000000005,488.267738
116,2.229481,379.813201
117,15.451253999999999,204.574023
118,59.68041200000001,335.036585
119,28.021645,110.007
120,41.956137,192.889751
121,21.227711000000003,192.889751
122,10.075792,209.169352
123,19.918848999999998,181.047955
124,16.446749,166.106189
125,69.852312,410.783212
126,12.591406000000001,317.323852
127,28.848190000000006,278.135918
128,12.921658999999998,157.752358
129,40.892354,281.52017
130,37.672407,516.057262
131,1.009056,17.85231
132,7.7117059999999995,175.443824
133,81.20741499999998,240.704127
134,25.761689,607.828658
135,22.283721999999997,42.096225
136,60.112182,474.516391
137,24.721826999999998,103.916118
138,9.577897,241.083528
139,2.025422,325.969332
140,5.969181999999999,1714.438033
141,17.513498,1253.592432
142,9.053174,155.543016
143,9.053174,155.543016
144,17.586748,1054.524473
145,6.501644,127.423224
146,12.823574,227.325529
147,25.087767,146.578737
148,7.706399,602.815281
149,11.62223,143.56356
150,4.866969,143.56356
151,5.787974,201.095157
152,10.018906000000001,200.01376
153,5.543494,136.491906
154,14.297831000000002,136.491906
155,28.703482999999995,175.443824
156,9.750179,458.746593
157,12.149987,187.866911
158,26.04077,153.61729
159,47.176473,114.299399
160,28.969300999999998,114.299399
161,6.853053000000001,324.091302
162,28.74174,322.348489
163,11.729135000000001,731.9186
164,5.379962000000001,313.352181
165,24.658309,134.594219
166,20.611889,134.594219
167,66.586218,175.734874
168,74.48135400000001,167.599458
