,0,1,2,3,4,5,6,7,8
0,0.0,6.435978238715757,8.16452691056593,5.253061401780076,3.3928975793761595,0.835428007812619,0.9784617195972939,3.948137023361094,0.47574634966374857
1,0.0,6.435978238715757,8.16452691056593,5.253061401780076,3.3928975793761595,0.835428007812619,0.9784617195972939,3.948137023361094,0.47574634966374857
2,0.0,6.435978238715757,8.16452691056593,5.253061401780076,3.3928975793761595,0.835428007812619,0.9784617195972939,3.948137023361094,0.47574634966374857
3,0.0,6.435978238715757,8.16452691056593,5.253061401780076,3.3928975793761595,0.835428007812619,0.9784617195972939,3.948137023361094,0.47574634966374857
4,0.6355254181653973,6.53376475417076,8.16452691056593,5.253061401780076,4.260364519437555,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
5,0.6355254181653973,6.53376475417076,8.16452691056593,5.253061401780076,4.260364519437555,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
6,0.6355254181653973,6.53376475417076,8.16452691056593,5.253061401780076,4.260364519437555,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
7,0.6355254181653973,6.53376475417076,8.16452691056593,5.253061401780076,4.260364519437555,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
8,0.6355254181653973,7.920737462176934,11.736951141178498,4.529075383428845,6.556808883106971,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
9,0.6355254181653973,7.920737462176934,11.736951141178498,4.529075383428845,6.556808883106971,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
10,0.6355254181653973,7.920737462176934,11.736951141178498,4.529075383428845,6.556808883106971,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
11,0.6355254181653973,7.920737462176934,11.736951141178498,4.529075383428845,6.556808883106971,0.835428007812619,0.9784617195972939,5.088320868111431,0.47574634966374857
12,0.6355254181653973,8.620702711197122,11.766074088707036,5.695454325599139,7.227331824864286,1.5740744868963255,1.0111594381044413,5.313817355411192,3.5066971380678518
13,0.6355254181653973,8.620702711197122,11.766074088707036,5.695454325599139,7.227331824864286,1.5740744868963255,1.0111594381044413,5.313817355411192,3.5066971380678518
14,0.6355254181653973,8.620702711197122,11.766074088707036,5.695454325599139,7.227331824864286,1.5740744868963255,1.0111594381044413,5.313817355411192,3.5066971380678518
