,nodeIndex,countyIndex
946,978,197
947,979,197
948,980,197
949,981,197
950,982,197
951,983,197
952,984,197
953,985,197
954,986,197
955,987,197
956,988,197
957,989,197
958,990,197
959,991,197
960,992,197
961,993,197
962,994,197
963,995,197
964,996,197
965,997,197
966,998,197
967,999,197
968,1000,197
969,1001,197
970,1002,197
971,1003,97
972,1004,97
973,1005,93
974,1006,97
975,1007,97
976,1008,97
977,1009,97
978,1010,97
979,1011,97
980,1012,97
981,1013,97
982,1014,97
983,1015,97
984,1016,89
985,1017,89
986,1018,97
987,1019,97
988,1020,97
989,1021,97
990,1022,97
991,1023,97
992,1024,97
993,1025,97
994,1026,97
995,1027,97
996,1028,97
997,1029,97
998,1030,31
999,1031,31
1000,1032,31
1001,1033,31
1002,1034,31
1003,1035,31
1004,1036,89
1005,1037,89
1006,1038,89
1007,1039,89
1008,1040,89
1009,1041,89
1010,1042,89
1011,1043,89
1012,1044,89
1013,1045,31
1014,1046,31
1015,1047,31
1016,1048,31
1017,1049,31
1018,1050,31
1019,1051,31
1020,1052,31
1021,1053,97
1022,1054,97
1023,1055,97
1024,1056,31
1025,1057,31
1026,1058,31
1027,1059,31
1028,1060,31
1029,1061,31
1030,1062,31
1031,1063,31
1032,1064,89
1033,1065,89
1034,1066,89
1035,1067,89
1036,1068,89
1037,1069,97
1038,1070,97
1039,1071,97
1040,1072,97
1041,1073,97
1042,1075,97
1043,1076,97
1044,1077,31
1045,1078,31
1046,1079,31
1047,1080,31
1048,1081,31
1049,1082,31
1050,1083,31
1051,1084,31
1052,1085,31
1053,1086,31
1054,1087,31
1055,1088,31
1056,1089,97
1057,1090,97
1058,1091,97
1059,1092,97
1060,1093,93
1061,1094,93
1062,1095,93
1063,1096,97
1064,1097,97
1065,1098,97
1066,1099,97
1067,1100,97
1068,1102,31
1069,1103,31
1070,1104,31
1071,1105,31
1072,1106,31
1073,1107,31
1074,1108,31
1075,1109,31
1076,1110,31
1077,1111,31
1078,1112,31
1079,1113,31
1080,1114,31
1081,1115,31
1082,1116,31
1083,1117,31
1084,1118,31
1085,1119,31
1086,1120,31
1087,1121,31
1088,1122,31
1089,1124,31
1090,1125,31
1091,1126,31
1092,1127,31
1093,1128,31
1094,1129,31
1095,1130,31
1096,1131,31
1097,1132,31
1098,1133,31
1099,1134,31
1100,1135,31
1101,1136,31
1102,1138,31
1103,1139,31
1104,1140,31
1105,1141,31
1106,1142,31
1107,1143,31
1108,1144,31
1109,1145,31
1110,1146,31
1111,1147,31
1112,1148,31
1113,1149,31
1114,1150,31
1115,1151,31
1116,1152,31
1117,1154,31
1118,1156,31
1119,1157,31
1120,1158,31
1121,1159,31
1122,1160,31
1123,1161,31
1124,1162,31
1125,1163,31
1126,1164,31
1127,1165,31
1128,1167,31
1129,1168,31
1130,1169,31
1131,1170,31
1132,1171,31
1133,1172,31
1134,1173,111
1135,1174,111
1136,1175,31
1137,1176,31
1138,1177,31
1139,1178,31
1140,1179,31
1141,1180,31
1142,1181,31
1143,1182,31
1144,1183,31
1145,1184,31
1146,1185,31
1147,1186,31
1148,1187,31
1149,1188,31
1150,1189,31
1151,1190,31
1152,1191,31
1153,1192,31
1154,1193,31
1155,1194,31
1156,1196,31
1157,1197,111
1158,1198,111
1159,1199,111
1160,1200,111
1161,1201,31
1162,1202,31
1163,1203,31
1164,1204,31
1165,1205,31
1166,1206,31
1167,1207,31
1168,1208,31
1169,1209,31
1170,1210,31
1171,1211,31
1172,1212,31
1173,1213,111
1174,1214,111
1175,1215,111
1176,1216,31
1177,1217,31
1178,1218,31
1179,1219,31
1180,1220,31
1181,1221,31
1182,1222,31
1183,1223,31
1184,1224,31
1185,1225,31
1186,1226,31
1187,1227,31
1188,1228,31
1189,1229,31
1190,1230,31
1191,1231,31
1192,1232,31
1193,1233,31
1194,1234,31
1195,1235,89
1196,1236,89
1197,1237,89
1198,1238,89
1199,1239,89
1200,1240,89
1201,1241,89
1202,1242,31
1203,1243,31
1204,1244,31
1205,1245,31
1206,1246,197
1207,1247,197
1208,1248,197
1209,1249,197
1210,1250,197
1211,1251,197
1212,1252,197
1213,1253,197
1214,1254,197
1215,1255,197
1216,1256,197
1217,1257,31
1218,1258,31
1219,1259,31
1220,1260,31
1221,1261,31
1222,1262,31
1223,1263,31
1224,1264,31
1225,1265,31
1226,1266,31
1227,1267,31
1228,1268,31
1229,1269,197
1230,1270,197
1231,1271,43
1232,1272,43
1233,1273,43
1234,1274,43
1235,1275,43
1236,1276,43
1237,1277,31
1238,1278,31
1239,1279,31
1240,1280,31
1241,1281,31
1242,1282,31
1243,1283,31
1244,1284,31
1245,1285,31
1246,1286,31
1247,1287,31
1248,1288,31
1249,1289,31
1250,1290,31
1251,1291,31
1252,1292,31
1253,1293,197
1254,1294,197
1255,1295,31
1256,1296,31
1257,1297,31
1258,1298,31
1259,1299,31
1260,1300,31
1261,1301,31
1262,1302,31
1263,1303,31
1264,1304,197
1265,1305,197
1266,1306,197
1267,1307,197
1268,1308,197
1269,1309,197
1270,1310,197
1271,1311,197
1272,1312,197
1273,1313,197
1274,1314,197
1275,1315,197
1276,1316,31
1277,1317,31
1278,1318,31
1279,1319,31
1280,1320,31
1281,1321,31
1282,1322,31
1283,1323,197
1284,1324,197
1285,1325,197
1286,1326,197
1287,1327,197
1288,1328,197
1289,1329,197
1290,1330,43
1291,1331,43
1292,1332,43
1293,1333,43
1294,1334,43
1295,1335,43
1296,1336,43
1297,1337,43
1298,1338,31
1299,1339,31
1300,1340,31
1301,1341,31
1302,1342,31
1303,1343,31
1304,1344,31
1305,1345,31
1306,1346,31
1307,1347,197
1308,1348,197
1309,1349,31
1310,1350,31
1311,1351,31
1312,1352,31
1313,1353,31
1314,1354,31
1315,1355,31
1316,1356,31
1317,1357,31
1318,1358,31
1319,1359,197
1320,1360,197
1321,1361,197
1322,1362,197
1323,1363,197
1324,1364,197
1325,1365,31
1326,1366,31
1327,1367,31
1328,1368,31
1329,1369,31
1330,1370,31
1331,1371,31
1332,1372,31
1333,1373,31
1334,1374,31
1335,1376,31
1336,1377,31
1337,1378,31
1338,1379,31
1339,1380,31
1340,1381,31
1341,1382,31
1342,1383,31
1343,1384,31
1344,1386,31
1345,1387,31
1346,1388,31
1347,1390,31
1348,1391,31
1349,1392,197
1350,1393,197
1351,1394,197
1352,1395,31
1353,1396,31
1354,1397,31
1355,1398,31
1356,1399,31
1357,1400,31
1358,1401,31
1359,1402,31
1360,1403,31
1361,1404,31
1362,1405,31
1363,1406,31
1364,1407,31
1365,1408,31
1366,1409,31
1367,1410,31
1368,1411,31
1369,1412,31
1370,1413,31
1371,1414,31
1372,1415,31
1373,1416,31
1374,1417,31
1375,1418,31
1376,1420,31
1377,1421,31
1378,1422,31
1379,1423,31
1380,1424,31
1381,1425,31
1382,1427,31
1383,1428,31
1384,1429,31
1385,1430,31
1386,1431,31
1387,1432,31
1388,1433,31
1389,1434,31
1390,1435,31
1391,1436,31
1392,1437,31
1393,1438,31
1394,1440,31
1395,1442,31
1396,1443,31
1397,1444,31
1398,1445,31
1399,1446,31
1400,1447,31
1401,1448,31
1402,1449,111
1403,1450,111
1404,1451,111
1405,1452,111
1406,1453,111
1407,1454,111
1408,1455,31
1409,1456,31
1410,1457,31
1411,1458,31
1412,1459,31
1413,1460,31
1414,1461,31
1415,1462,31
1416,1463,31
1417,1464,31
1418,1465,31
1419,1466,31
1420,1467,31
1421,1468,111
1422,1469,111
1423,1470,111
1424,1471,111
1425,1472,31
1426,1473,31
1427,1474,31
1428,1475,31
1429,1476,31
1430,1477,31
1431,1478,31
1432,1479,31
1433,1480,31
1434,1481,31
1435,1482,31
1436,1483,31
1437,1484,31
1438,1485,31
1439,1486,31
1440,1487,31
1441,1488,31
1442,1489,31
1443,1490,31
1444,1491,31
1445,1492,31
1446,1493,31
1447,1494,31
1448,1495,31
1449,1497,31
1450,1498,31
1451,1499,31
1452,1500,31
1453,1501,31
1454,1503,31
1455,1504,31
1456,1505,31
1457,1506,31
1458,1507,31
1459,1508,31
1460,1509,31
1461,1510,31
1462,1511,31
1463,1512,31
1464,1513,31
1465,1514,31
1466,1515,31
1467,1516,31
1468,1517,31
1469,1518,43
1470,1519,43
1471,1521,43
1472,1522,43
1473,1523,43
1474,1524,43
1475,1527,43
1476,1528,43
1477,1529,43
1478,1530,43
1479,1531,43
1480,1532,43
1481,1533,43
1482,1534,43
1483,1535,43
1484,1536,43
1485,1537,43
1486,1538,43
1487,1539,43
1488,1540,43
1489,1541,31
1490,1542,31
1491,1543,31
1492,1544,31
1493,1545,31
1494,1546,31
1495,1548,43
1496,1549,43
1497,1550,43
1498,1551,43
1499,1553,43
1500,1554,43
1501,1555,43
1502,1556,43
1503,1557,43
1504,1558,43
1505,1559,43
1506,1560,43
1507,1561,43
1508,1562,31
1509,1563,31
1510,1564,31
1511,1566,31
1512,1567,31
1513,1568,31
1514,1569,31
1515,1570,43
1516,1571,43
1517,1572,43
1518,1573,43
1519,1574,43
1520,1575,43
1521,1576,43
1522,1577,43
1523,1578,43
1524,1579,43
1525,1580,43
1526,1581,43
1527,1582,43
1528,1583,43
1529,1584,43
1530,1586,43
1531,1587,43
1532,1588,31
1533,1589,43
1534,1590,43
1535,1591,43
1536,1592,43
1537,1593,43
1538,1594,43
1539,1595,43
1540,1596,43
1541,1597,43
1542,1599,43
1543,1600,43
1544,1601,31
1545,1602,43
1546,1603,89
1547,1604,89
1548,1605,89
1549,1606,89
1550,1607,43
1551,1608,43
1552,1609,43
1553,1610,43
1554,1611,43
1555,1612,43
1556,1613,31
1557,1614,31
1558,1615,31
1559,1616,31
1560,1617,31
1561,1618,43
1562,1619,43
1563,1620,43
1564,1621,43
1565,1622,31
1566,1623,31
1567,1624,31
1568,1625,31
1569,1626,31
1570,1627,31
1571,1628,31
1572,1629,31
1573,1630,31
1574,1631,31
1575,1632,31
1576,1633,97
1577,1634,111
1578,1635,111
1579,1636,111
1580,1637,111
1581,1638,111
1582,1639,93
1583,1640,97
1584,1641,97
1585,1642,97
1586,1643,97
1587,1644,197
1588,1645,197
1589,1646,197
1590,1647,197
1591,1648,97
1592,1649,97
1593,1650,97
1594,1651,97
1595,1652,97
1596,1653,97
1597,1654,97
1598,1655,97
1599,1656,89
1600,1657,97
1601,1658,97
1602,1659,97
1603,1660,97
1604,1661,197
1605,1662,197
1606,1663,197
1607,1664,197
1608,1665,197
1609,1666,197
1610,1667,197
1611,1668,197
1612,1669,197
1613,1670,197
1614,1671,197
1615,1672,197
1616,1673,197
1617,1674,89
1618,1675,89
1619,1676,31
1620,1677,31
1621,1678,31
1622,1679,31
1623,1680,31
1624,1681,89
1625,1682,89
1626,1683,89
1627,1684,31
1628,1685,31
1629,1686,31
1630,1687,31
1631,1688,31
1632,1689,31
1633,1691,97
1634,1692,197
1635,1693,97
1636,1694,97
1637,1695,97
1638,1696,97
1639,1697,97
1640,1698,97
1641,1699,97
1642,1700,43
1643,1701,197
1644,1702,197
1645,1703,197
1646,1704,197
1647,1705,197
1648,1706,43
1649,1707,43
1650,1709,43
1651,1710,43
1652,1711,43
1653,1712,43
1654,1713,43
1655,1714,31
1656,1715,111
1657,1716,31
1658,1717,31
1659,1718,31
1660,1719,31
1661,1720,31
1662,1721,97
1663,1722,97
1664,1723,97
1665,1724,31
1666,1725,31
1667,1726,31
1668,1727,31
1669,1728,31
1670,1729,31
1671,1730,31
1672,1731,31
1673,1732,31
1674,1733,31
1675,1734,31
1676,1735,31
1677,1736,31
1678,1737,31
1679,1738,31
1680,1739,31
1681,1740,31
1682,1741,31
1683,1742,31
1684,1743,31
1685,1744,31
1686,1745,31
1687,1746,31
1688,1747,31
1689,1748,197
1690,1749,197
1691,1750,31
1692,1751,31
1693,1752,31
1694,1753,31
1695,1754,31
1696,1756,31
1697,1757,31
1698,1758,31
1699,1759,31
1700,1760,31
1701,1761,31
1702,1762,31
1703,1763,31
1704,1764,31
1705,1765,31
1706,1766,31
1707,1767,31
1708,1768,31
1709,1769,97
1710,1770,97
1711,1771,111
1712,1772,31
1713,1773,31
1714,1774,31
1715,1775,31
1716,1776,31
1717,1777,31
1718,1778,31
1719,1779,31
1720,1780,31
1721,1781,31
1722,1782,31
1723,1783,31
1724,1784,31
1725,1786,31
1726,1787,31
1727,1788,31
1728,1789,31
1729,1790,31
1730,1791,31
1731,1792,31
1732,1793,31
1733,1794,31
1734,1795,31
1735,1796,31
1736,1797,31
1737,1798,31
1738,1799,31
1739,1801,31
1740,1802,31
1741,1803,31
1742,1804,31
1743,1805,31
1744,1806,31
1745,1807,31
1746,1808,31
1747,1809,31
1748,1810,31
1749,1811,31
1750,1812,31
1751,1813,31
1752,1814,31
1753,1815,31
1754,1816,31
1755,1817,31
1756,1818,31
1757,1819,31
1758,1820,31
1759,1821,31
1760,1822,31
1761,1823,31
1762,1824,31
1763,1825,31
1764,1826,31
1765,1827,31
1766,1828,31
1767,1829,31
1768,1830,31
1769,1831,31
1770,1832,31
1771,1833,31
1772,1834,31
1773,1835,31
1774,1836,97
1775,1837,97
1776,1838,31
1777,1839,111
1778,1840,31
1779,1841,31
1780,1842,31
1781,1844,31
1782,1845,31
1783,1846,31
1784,1847,31
1785,1848,31
1786,1849,31
1787,1850,31
1788,1851,31
1789,1852,43
1790,1853,43
1791,1854,89
1792,1855,31
1793,1856,93
1794,1857,97
1795,1858,97
1796,1859,31
1797,1860,31
1798,1861,31
1799,1862,31
1800,1863,31
1801,1864,89
1802,1865,89
1803,1866,97
1804,1867,111
1805,1868,97
1806,1869,97
1807,1870,31
1808,1871,31
1809,1872,31
1810,1873,31
1811,1874,31
1812,1875,31
1813,1876,31
1814,1877,31
1815,1878,31
1816,1879,111
1817,1880,31
1818,1881,31
1819,1882,31
1820,1883,31
1821,1884,31
1822,1885,31
1823,1886,197
1824,1887,43
1825,1888,43
1826,1889,31
1827,1890,197
1828,1891,31
1829,1892,31
1830,1893,197
1831,1894,197
1832,1895,197
1833,1896,197
1834,1897,31
1835,1898,31
1836,1899,31
1837,1900,31
1838,1901,31
1839,1902,31
1840,1903,31
1841,1904,31
1842,1905,31
1843,1906,31
1844,1907,97
1845,1908,43
1846,1909,43
1847,1910,31
1848,1911,31
1849,1912,31
1850,1913,31
1851,1914,31
1852,1915,31
1853,1916,31
1854,1917,31
1855,1918,31
1856,1919,31
1857,1920,31
1858,1921,31
1859,1922,31
1860,1923,31
1861,1924,31
1862,1925,31
1863,1926,31
1864,1927,31
1865,1928,31
1866,1929,31
1867,1930,31
1868,1931,31
1869,1932,31
1870,1933,43
1871,1934,97
1872,1935,31
1873,1936,89
1874,1937,111
1875,1938,31
1876,1939,31
1877,1940,31
1878,1941,31
1879,1942,31
1880,1943,89
1881,1944,89
1882,1945,31
1883,1946,31
1884,1947,31
1885,1948,31
1886,1949,31
1887,1950,31
1888,1951,31
1889,1952,31
1890,1953,31
1891,1954,31
1892,1955,31
1893,1956,31
1894,1957,31
1895,1958,31
1896,1959,31
1897,1960,31
1898,1961,31
1899,1962,31
1900,1963,31
1901,1964,31
1902,1965,31
1903,1966,197
1904,1967,197
1905,1969,31
1906,1970,31
1907,1971,31
1908,1972,111
1909,1973,43
1910,1974,43
1911,1975,43
1912,1977,43
1913,1978,43
1914,1981,43
1915,1982,43
1916,1983,43
